pipeline,rank,dataset,signal,iteration,f1,recall,precision,observed,expected,tn,fp,fn,tp,status,elapsed,split,run_id
aer_ablation-pred,47,YAHOOA2,synthetic_100,0,1.0,1.0,1.0,"[[605.0, 720.0, 1.230745306254108], [844.0, 955.0, 0.9796235854354564]]","[[659, 660], [894, 895]]",,0,0,2,OK,26.94559,False,d989d7aa-c
aer_ablation-pred,48,YAHOOA2,synthetic_52,0,1.0,1.0,1.0,"[[606.0, 719.0, 0.5434444689013901], [846.0, 954.0, 0.48460667521401424]]","[[659, 660], [894, 895]]",,0,0,2,OK,26.939921,False,d989d7aa-c
aer_ablation-pred,49,YAHOOA2,synthetic_46,0,1.0,1.0,1.0,"[[605.0, 719.0, 0.8503832591411676], [844.0, 955.0, 0.6008551110593092]]","[[659, 660], [894, 895]]",,0,0,2,OK,27.136392,False,d989d7aa-c
aer_ablation-pred,50,YAHOOA2,synthetic_91,0,1.0,1.0,1.0,"[[604.0, 720.0, 1.668288442389017], [844.0, 955.0, 1.4192643578856006]]","[[659, 660], [894, 895]]",,0,0,2,OK,19.645511,False,d989d7aa-c
aer_ablation-pred,51,YAHOOA2,synthetic_85,0,1.0,1.0,1.0,"[[604.0, 720.0, 1.1284551577057382], [844.0, 955.0, 0.9343987277180082]]","[[659, 660], [894, 895]]",,0,0,2,OK,22.876763,False,d989d7aa-c
aer_ablation-pred,52,YAHOOA4,A4Benchmark-TS61,0,1.0,1.0,1.0,"[[284.0, 387.0, 0.42887467191061607], [408.0, 511.0, 0.18378803756174625], [1274.0, 1377.0, 0.5996041043320707]]","[[334, 334], [458, 458], [1324, 1324]]",,0,0,3,OK,29.877828,False,d989d7aa-c
aer_ablation-pred,53,YAHOOA4,A4Benchmark-TS63,0,1.0,1.0,1.0,"[[14.0, 135.0, 0.20210872108111358], [196.0, 356.0, 0.41944093184572523], [451.0, 562.0, 0.6783525795962396], [1245.0, 1429.0, 0.8992968946790094]]","[[64, 64], [85, 85], [246, 246], [302, 302], [501, 501], [1295, 1295], [1376, 1376]]",,0,0,7,OK,29.752367,False,d989d7aa-c
aer_ablation-pred,54,YAHOOA2,synthetic_78,0,1.0,1.0,1.0,"[[842.0, 953.0, 0.36957795464837184]]","[[894, 894]]",,0,0,1,OK,27.064122,False,d989d7aa-c
aer_ablation-pred,55,YAHOOA2,synthetic_44,0,1.0,1.0,1.0,"[[575.0, 718.0, 0.6770833477278738], [845.0, 955.0, 1.4175813458722335]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,27.039624,False,d989d7aa-c
aer_ablation-pred,56,YAHOOA2,synthetic_57,0,1.0,1.0,1.0,"[[845.0, 954.0, 0.43202836186016547]]","[[894, 894]]",,0,0,1,OK,24.944343,False,d989d7aa-c
aer_ablation-pred,57,YAHOOA2,synthetic_55,0,1.0,1.0,1.0,"[[605.0, 720.0, 1.0375454562225395], [844.0, 955.0, 0.7732390917416025]]","[[659, 660], [894, 895]]",,0,0,2,OK,27.034906,False,d989d7aa-c
aer_ablation-pred,58,YAHOOA2,synthetic_43,0,1.0,1.0,1.0,"[[605.0, 719.0, 0.8462436154420704], [845.0, 955.0, 0.6151396489594808]]","[[659, 660], [894, 895]]",,0,0,2,OK,27.07349,False,d989d7aa-c
aer_ablation-pred,59,YAHOOA2,synthetic_94,0,1.0,1.0,1.0,"[[605.0, 720.0, 0.8399993669323581], [845.0, 955.0, 0.5951866897514027]]","[[659, 660], [894, 895]]",,0,0,2,OK,27.002298,False,d989d7aa-c
aer_ablation-pred,60,YAHOOA2,synthetic_80,0,1.0,1.0,1.0,"[[575.0, 718.0, 0.5133976300891595], [845.0, 955.0, 0.9852740700202431]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,26.386913,False,d989d7aa-c
aer_ablation-pred,61,YAHOOA2,synthetic_96,0,1.0,1.0,1.0,"[[847.0, 952.0, 0.16648339159239267]]","[[894, 894]]",,0,0,1,OK,26.92038,False,d989d7aa-c
aer_ablation-pred,62,YAHOOA2,synthetic_82,0,1.0,1.0,1.0,"[[605.0, 720.0, 0.8070164882996581], [845.0, 955.0, 0.5434836346964474]]","[[659, 660], [894, 895]]",,0,0,2,OK,26.878556,False,d989d7aa-c
aer_ablation-pred,63,YAHOOA2,synthetic_69,0,1.0,1.0,1.0,"[[841.0, 953.0, 1.021876722735019]]","[[894, 894]]",,0,0,1,OK,22.574542,False,d989d7aa-c
aer_ablation-pred,64,YAHOOA2,synthetic_41,0,1.0,1.0,1.0,"[[574.0, 718.0, 0.7325957742159058], [845.0, 955.0, 1.409045615264097]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,27.015882,False,d989d7aa-c
aer_ablation-pred,65,YAHOOA2,synthetic_50,0,1.0,1.0,1.0,"[[575.0, 718.0, 0.29188584271661544], [846.0, 955.0, 0.5239853888694589]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,27.256535,False,d989d7aa-c
aer_ablation-pred,66,YAHOOA2,synthetic_40,0,1.0,1.0,1.0,"[[607.0, 719.0, 0.4426125875155028], [847.0, 953.0, 0.29184422900392304]]","[[659, 660], [894, 895]]",,0,0,2,OK,25.605859,False,d989d7aa-c
aer_ablation-pred,67,YAHOOA2,synthetic_68,0,1.0,1.0,1.0,"[[575.0, 718.0, 0.6966839791353496], [845.0, 955.0, 1.3107126899022552]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,25.016225,False,d989d7aa-c
aer_ablation-pred,68,YAHOOA2,synthetic_83,0,1.0,1.0,1.0,"[[575.0, 718.0, 0.7156164766620614], [845.0, 955.0, 1.4482384480790615]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,26.861921,False,d989d7aa-c
aer_ablation-pred,69,YAHOOA2,synthetic_97,0,1.0,1.0,1.0,"[[605.0, 720.0, 1.06355757240975], [845.0, 955.0, 0.864608064234446]]","[[659, 660], [894, 895]]",,0,0,2,OK,26.957544,False,d989d7aa-c
aer_ablation-pred,70,YAHOOA2,synthetic_93,0,1.0,1.0,1.0,"[[839.0, 954.0, 1.751421577492864]]","[[894, 894]]",,0,0,1,OK,19.598181,False,d989d7aa-c
aer_ablation-pred,71,YAHOOA2,synthetic_87,0,1.0,1.0,1.0,"[[841.0, 954.0, 0.7974873512736892]]","[[894, 894]]",,0,0,1,OK,26.438021,False,d989d7aa-c
aer_ablation-pred,72,YAHOOA2,synthetic_15,0,1.0,1.0,1.0,"[[841.0, 954.0, 0.7050308257906963]]","[[894, 894]]",,0,0,1,OK,26.905992,False,d989d7aa-c
aer_ablation-pred,73,YAHOOA2,synthetic_14,0,1.0,1.0,1.0,"[[575.0, 717.0, 0.6561073659880589], [845.0, 955.0, 1.5014397838777889]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,27.21459,False,d989d7aa-c
aer_ablation-pred,74,YAHOOA2,synthetic_28,0,1.0,1.0,1.0,"[[604.0, 720.0, 1.4192624117699488], [844.0, 955.0, 1.187493608662322]]","[[659, 660], [894, 895]]",,0,0,2,OK,23.296371,False,d989d7aa-c
aer_ablation-pred,75,YAHOOA3,A3Benchmark-TS63,0,1.0,1.0,1.0,"[[231.0, 338.0, 0.4983955525848753], [535.0, 734.0, 0.5437640054146793], [769.0, 870.0, 0.2047865643380712], [984.0, 1114.0, 0.3807170867090139], [1350.0, 1453.0, 0.44174564922628873], [1467.0, 1675.0, 0.08040274238119428]]","[[281, 281], [669, 669], [680, 680], [819, 819], [1034, 1034], [1060, 1060], [1400, 1400], [1517, 1517], [1592, 1592], [1626, 1626]]",,0,0,10,OK,29.90946,False,d989d7aa-c
aer_ablation-pred,76,YAHOOA3,A3Benchmark-TS74,0,1.0,1.0,1.0,"[[127.0, 232.0, 0.7831834636624577], [280.0, 384.0, 0.490403227006121], [624.0, 772.0, 0.6397692671867872], [932.0, 1038.0, 0.9549417574471671]]","[[177, 177], [330, 330], [674, 674], [694, 694], [720, 720], [982, 982]]",,0,0,6,OK,29.961406,False,d989d7aa-c
aer_ablation-pred,77,YAHOOA3,A3Benchmark-TS27,0,1.0,1.0,1.0,"[[78.0, 208.0, 0.4929252556450746], [282.0, 385.0, 0.32673398529234593], [528.0, 689.0, 0.19543877235010806], [703.0, 872.0, 0.20511288559970423], [1074.0, 1178.0, 0.4226456529774462], [1188.0, 1292.0, 0.6467941451289309]]","[[128, 128], [156, 156], [332, 332], [578, 578], [638, 638], [753, 753], [821, 821], [1124, 1124], [1238, 1238]]",,0,0,9,OK,30.707989,False,d989d7aa-c
aer_ablation-pred,78,YAHOOA3,A3Benchmark-TS76,0,1.0,1.0,1.0,"[[70.0, 175.0, 0.798213624392045], [666.0, 772.0, 1.0605170554081602], [1049.0, 1152.0, 0.3081494902287246], [1187.0, 1290.0, 0.3193492626582745], [1391.0, 1495.0, 0.5848041209405247]]","[[120, 120], [716, 716], [1099, 1099], [1237, 1237], [1441, 1441]]",,0,0,5,OK,30.003097,False,d989d7aa-c
aer_ablation-pred,79,YAHOOA3,A3Benchmark-TS62,0,1.0,1.0,1.0,"[[6.0, 129.0, 0.2633210633006284], [162.0, 263.0, 0.19417549404562678], [483.0, 607.0, 0.581360732907812], [810.0, 915.0, 0.6618034032072558], [1072.0, 1208.0, 0.3573553822693984], [1276.0, 1378.0, 0.30338752815042375], [1396.0, 1628.0, 0.2745132309789916]]","[[56, 56], [77, 77], [212, 212], [533, 533], [554, 554], [860, 860], [1122, 1122], [1156, 1156], [1326, 1326], [1446, 1446], [1533, 1533], [1578, 1578]]",,0,0,12,OK,29.817868,False,d989d7aa-c
aer_ablation-pred,80,YAHOOA3,A3Benchmark-TS89,0,1.0,1.0,1.0,"[[1.0, 246.0, 0.9234295880981602], [585.0, 714.0, 0.5650064636255879], [891.0, 997.0, 0.28969026746524734], [1222.0, 1400.0, 0.4313694543546353], [1482.0, 1583.0, 0.18799726850461063], [1596.0, 1679.0, 0.6072111726763112]]","[[18, 19], [110, 110], [112, 112], [195, 195], [635, 635], [649, 649], [661, 661], [941, 941], [1272, 1272], [1347, 1347], [1532, 1532], [1642, 1642], [1646, 1646]]",,0,0,13,OK,29.708639,False,d989d7aa-c
aer_ablation-pred,81,YAHOOA3,A3Benchmark-TS3,0,1.0,1.0,1.0,"[[204.0, 307.0, 0.7286942550191973], [384.0, 490.0, 0.8745892813203966], [811.0, 918.0, 1.2091940508562562], [1267.0, 1370.0, 0.42455396327827644], [1389.0, 1494.0, 0.26644256050209597], [1498.0, 1603.0, 0.5109276451430891]]","[[254, 254], [434, 434], [861, 861], [1317, 1317], [1439, 1439], [1548, 1548]]",,0,0,6,OK,29.828256,False,d989d7aa-c
aer_ablation-pred,82,YAHOOA3,A3Benchmark-TS26,0,1.0,1.0,1.0,"[[1.0, 107.0, 0.3845984666921564], [201.0, 304.0, 0.4562484143730358], [353.0, 456.0, 0.6184184649361857], [546.0, 648.0, 0.6662336786920244], [670.0, 837.0, 0.3741291762582946], [1020.0, 1237.0, 0.45591054689129534], [1464.0, 1567.0, 0.6282713194881758]]","[[22, 22], [55, 55], [251, 251], [403, 403], [596, 596], [720, 720], [786, 786], [1070, 1070], [1140, 1140], [1184, 1184], [1514, 1514]]",,0,0,11,OK,29.832189,False,d989d7aa-c
aer_ablation-pred,83,YAHOOA3,A3Benchmark-TS100,0,1.0,1.0,1.0,"[[100.0, 201.0, 0.17478420671175485], [293.0, 474.0, 0.27215607647998896], [552.0, 731.0, 0.570407723632592], [948.0, 1051.0, 0.14822410821470083], [1136.0, 1429.0, 0.42067867848090845]]","[[150, 150], [343, 343], [398, 398], [423, 423], [602, 602], [674, 674], [998, 998], [1186, 1186], [1274, 1274], [1376, 1376]]",,0,0,10,OK,29.977273,False,d989d7aa-c
aer_ablation-pred,84,YAHOOA3,A3Benchmark-TS7,0,1.0,1.0,1.0,"[[1.0, 80.0, 0.1139284432285844], [346.0, 454.0, 0.737204745294482], [1150.0, 1254.0, 0.4979152742315417], [1322.0, 1425.0, 0.3603670513600839], [1449.0, 1552.0, 0.46199290893089046]]","[[29, 29], [396, 396], [1200, 1200], [1372, 1372], [1499, 1499]]",,0,0,5,OK,29.915348,False,d989d7aa-c
aer_ablation-pred,85,YAHOOA3,A3Benchmark-TS99,0,1.0,1.0,1.0,"[[277.0, 458.0, 0.7951868526403221], [856.0, 1103.0, 0.6018673255291159], [1495.0, 1631.0, 0.7240811173936291]]","[[327, 327], [369, 369], [405, 405], [906, 906], [964, 964], [1029, 1029], [1049, 1049], [1533, 1533], [1545, 1545], [1557, 1557], [1581, 1581]]",,0,0,11,OK,29.752188,False,d989d7aa-c
aer_ablation-pred,86,YAHOOA3,A3Benchmark-TS6,0,1.0,1.0,1.0,"[[199.0, 302.0, 0.8314080566784713], [317.0, 422.0, 0.7637581416511455], [463.0, 570.0, 0.9115090384549485], [902.0, 1009.0, 1.3055369624511308], [1239.0, 1413.0, 0.8047786910300584]]","[[249, 249], [367, 367], [513, 513], [952, 952], [1289, 1289], [1358, 1358]]",,0,0,6,OK,30.676372,False,d989d7aa-c
aer_ablation-pred,87,YAHOOA3,A3Benchmark-TS66,0,1.0,1.0,1.0,"[[1252.0, 1449.0, 0.810759368603092]]","[[1387, 1387]]",,0,0,1,OK,30.000023,False,d989d7aa-c
aer_ablation-pred,88,YAHOOA3,A3Benchmark-TS30,0,1.0,1.0,1.0,"[[261.0, 365.0, 0.3618452547094685], [428.0, 531.0, 0.1403375061678877], [567.0, 669.0, 0.2870575358718387], [691.0, 794.0, 0.590036837423934], [872.0, 978.0, 0.572536345799898], [1517.0, 1675.0, 0.7725635329383553]]","[[311, 311], [478, 478], [617, 617], [741, 741], [922, 922], [1567, 1567], [1577, 1577], [1631, 1631]]",,0,0,8,OK,29.878664,False,d989d7aa-c
aer_ablation-pred,89,YAHOOA3,A3Benchmark-TS64,0,1.0,1.0,1.0,"[[47.0, 149.0, 0.8955225334774491], [413.0, 563.0, 0.9925005553753792], [1097.0, 1239.0, 0.772120231902642], [1324.0, 1427.0, 0.40945310966729775], [1579.0, 1679.0, 0.17184438068552918]]","[[97, 97], [463, 463], [500, 500], [1147, 1147], [1183, 1183], [1374, 1374], [1629, 1629], [1657, 1657]]",,0,0,8,OK,26.055659,False,d989d7aa-c
aer_ablation-pred,90,artificialWithAnomaly,art_daily_jumpsup,0,1.0,1.0,1.0,"[[1397115600.0, 1397266200.0, 0.8437536656009242]]","[[1397139300, 1397259900]]",,0,0,1,OK,34.338474,False,d989d7aa-c
aer_ablation-pred,91,YAHOOA3,A3Benchmark-TS92,0,1.0,1.0,1.0,"[[23.0, 124.0, 0.22886893822094964], [136.0, 237.0, 0.06862578999093512], [370.0, 474.0, 0.3393022159458522], [532.0, 634.0, 0.23657158834778372], [1022.0, 1125.0, 0.3579299426519697], [1172.0, 1274.0, 0.2994455921937135], [1537.0, 1638.0, 0.20537258617430273]]","[[31, 31], [73, 73], [186, 186], [420, 420], [582, 582], [1072, 1072], [1222, 1222], [1587, 1587]]",,0,0,8,OK,29.947231,False,d989d7aa-c
aer_ablation-pred,92,YAHOOA3,A3Benchmark-TS58,0,1.0,1.0,1.0,"[[116.0, 224.0, 0.6865748351209275], [795.0, 901.0, 0.5203714405685441], [1193.0, 1297.0, 0.46117842799810926]]","[[166, 166], [845, 845], [1243, 1243]]",,0,0,3,OK,30.155724,False,d989d7aa-c
aer_ablation-pred,93,YAHOOA3,A3Benchmark-TS46,0,1.0,1.0,1.0,"[[433.0, 539.0, 1.0367774582144798], [1335.0, 1533.0, 0.678234677594469]]","[[483, 483], [1385, 1385], [1482, 1482]]",,0,0,3,OK,29.842734,False,d989d7aa-c
aer_ablation-pred,94,YAHOOA3,A3Benchmark-TS55,0,1.0,1.0,1.0,"[[1.0, 71.0, 0.4372750779349234], [257.0, 359.0, 0.29700533766854426], [404.0, 508.0, 0.25177533682523445], [552.0, 783.0, 0.3769971570266869], [1105.0, 1209.0, 0.4675766265814685], [1264.0, 1465.0, 0.3554473610938522], [1550.0, 1650.0, 0.01593112090661992]]","[[18, 18], [307, 307], [454, 454], [602, 602], [613, 613], [664, 664], [730, 730], [1155, 1155], [1314, 1314], [1364, 1364], [1415, 1415], [1600, 1600]]",,0,0,12,OK,29.727244,False,d989d7aa-c
aer_ablation-pred,95,YAHOOA3,A3Benchmark-TS57,0,1.0,1.0,1.0,"[[72.0, 213.0, 0.22496662024623956], [307.0, 481.0, 0.16319260201005714], [584.0, 686.0, 0.1240848056017408], [782.0, 884.0, 0.1157735803129078], [889.0, 993.0, 0.537280513561424]]","[[122, 122], [162, 162], [357, 357], [380, 380], [431, 431], [594, 594], [634, 634], [832, 832], [939, 939]]",,0,0,9,OK,29.87735,False,d989d7aa-c
