,dataset,pipeline,signal,iteration,f1,recall,precision,observed,expected,tn,fp,fn,tp,status,elapsed,split,run_id
0,YAHOOA3,arima,A3Benchmark-TS26,0,0.9,0.8181818181818182,1.0,"[[251.0, 304.0, 2.103113507583614], [354.0, 454.0, 0.05642685813472118], [547.0, 648.0, 0.18959316617259017], [672.0, 839.0, 0.035104849230588875], [1021.0, 1236.0, 0.17808449205653795], [1465.0, 1568.0, 0.3178568687295573]]","[[22, 22], [55, 55], [251, 251], [403, 403], [596, 596], [720, 720], [786, 786], [1070, 1070], [1140, 1140], [1184, 1184], [1514, 1514]]",,0,2,9,OK,24.751589,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS27,0,0.8750000000000001,0.7777777777777778,1.0,"[[283.0, 383.0, 0.021673414927863822], [529.0, 689.0, 0.10824917012732103], [704.0, 873.0, 0.22632499634632924], [1075.0, 1176.0, 0.15635457494086302], [1189.0, 1290.0, 0.1780615679711488]]","[[128, 128], [156, 156], [332, 332], [578, 578], [638, 638], [753, 753], [821, 821], [1124, 1124], [1238, 1238]]",,0,2,7,OK,23.996236,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS28,0,1.0,1.0,1.0,"[[310.0, 415.0, 0.26539307598581385], [1183.0, 1285.0, 0.5258157016487931]]","[[360, 360], [1232, 1232]]",,0,0,2,OK,23.420856,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS29,0,1.0,1.0,1.0,"[[259.0, 364.0, 0.263571119713094], [1015.0, 1118.0, 0.4226419600109697], [1248.0, 1351.0, 0.237445232635804], [1531.0, 1633.0, 0.3365781970364418]]","[[308, 308], [1065, 1065], [1297, 1297], [1581, 1581]]",,0,0,4,OK,23.96178,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS2,0,0.72,0.5625,1.0,"[[971.0, 1071.0, 0.04343938425025618], [1076.0, 1176.0, 0.011947180918618855], [1198.0, 1299.0, 0.13828994563333752], [1389.0, 1489.0, 0.038254439133024405]]","[[432, 432], [479, 479], [611, 611], [682, 682], [719, 719], [733, 733], [847, 847], [1020, 1020], [1081, 1081], [1125, 1125], [1172, 1172], [1212, 1212], [1247, 1247], [1412, 1412], [1438, 1438], [1456, 1456]]",,0,7,9,OK,25.564957,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS30,0,0.7692307692307693,0.625,1.0,"[[691.0, 796.0, 0.3950637097581441], [872.0, 976.0, 0.3819599892520379], [1518.0, 1680.0, 0.4448614896655879]]","[[311, 311], [478, 478], [617, 617], [741, 741], [922, 922], [1567, 1567], [1577, 1577], [1631, 1631]]",,0,3,5,OK,26.305299,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS31,0,1.0,1.0,1.0,"[[313.0, 413.0, 0.052708045518083065], [661.0, 772.0, 0.4998422911847324], [1013.0, 1128.0, 0.26920436321956626], [1348.0, 1452.0, 0.3229510732452962]]","[[362, 362], [382, 382], [710, 710], [716, 716], [1062, 1062], [1076, 1076], [1398, 1398]]",,0,0,7,OK,24.315145,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS32,0,0.88,0.7857142857142857,1.0,"[[374.0, 474.0, 0.14875816189937255], [662.0, 972.0, 0.1159245951060397], [1406.0, 1565.0, 0.15406477087811368]]","[[8, 8], [86, 86], [423, 423], [711, 711], [729, 729], [787, 787], [803, 803], [809, 809], [868, 868], [920, 920], [931, 931], [1455, 1455], [1513, 1513], [1648, 1648]]",,0,3,11,OK,25.245973,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS33,0,0.7142857142857143,0.625,0.8333333333333334,"[[251.0, 301.0, 0.36276348274719195], [649.0, 753.0, 0.4220171045239299], [974.0, 1074.0, 0.0483970892125379], [1086.0, 1186.0, 0.18525597086602882], [1471.0, 1675.0, 0.3419707493541742]]","[[97, 97], [212, 212], [230, 230], [699, 699], [1023, 1023], [1135, 1135], [1521, 1521], [1623, 1623]]",,1,3,5,OK,26.159705,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS34,0,,0.0,,[],"[[225, 225]]",,0,1,0,OK,24.100688,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS35,0,1.0,1.0,1.0,"[[395.0, 497.0, 0.4538933194785044], [776.0, 880.0, 0.5745876392667782], [1465.0, 1569.0, 0.7399323815521857]]","[[444, 444], [826, 826], [1514, 1514]]",,0,0,3,OK,23.695298,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS36,0,1.0,1.0,1.0,"[[492.0, 594.0, 0.44563984829522807], [623.0, 727.0, 0.32445130131045363], [1255.0, 1398.0, 0.43204285302104395]]","[[541, 541], [673, 673], [1304, 1304], [1342, 1342]]",,0,0,4,OK,22.930764,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS37,0,0.9473684210526316,0.9,1.0,"[[251.0, 370.0, 0.3069455919291107], [451.0, 618.0, 0.11669934539565162], [763.0, 866.0, 0.2170622042706796], [931.0, 1032.0, 0.22728113385866017], [1259.0, 1479.0, 0.30041420517631406]]","[[271, 271], [318, 318], [500, 500], [567, 567], [812, 812], [980, 980], [1308, 1308], [1408, 1408], [1427, 1427], [1621, 1621]]",,0,1,9,OK,26.349582,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS38,0,0.8,0.6666666666666666,1.0,"[[270.0, 373.0, 0.5841063227765683], [867.0, 973.0, 0.5986687126845612]]","[[152, 152], [319, 319], [917, 917]]",,0,1,2,OK,23.613199,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS39,0,0.6666666666666666,0.5,1.0,"[[257.0, 359.0, 0.18941544471243751], [385.0, 487.0, 0.2993468950219798], [592.0, 695.0, 0.21533865310989714], [1153.0, 1394.0, 0.2260805948756827]]","[[113, 113], [154, 154], [306, 306], [434, 434], [641, 641], [1203, 1203], [1270, 1270], [1360, 1360], [1422, 1422], [1456, 1456], [1495, 1495], [1600, 1600]]",,0,6,6,OK,24.592857,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS3,0,1.0,1.0,1.0,"[[251.0, 307.0, 0.9938828471325313], [385.0, 488.0, 0.41423105982159886], [812.0, 918.0, 0.45675831411760853], [1267.0, 1373.0, 0.36277346964072876], [1390.0, 1494.0, 0.30442734012638467], [1499.0, 1600.0, 0.1854990299894167]]","[[254, 254], [434, 434], [861, 861], [1317, 1317], [1439, 1439], [1548, 1548]]",,0,0,6,OK,24.796705,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS40,0,0.8750000000000001,0.7777777777777778,1.0,"[[450.0, 551.0, 0.23184172908827635], [667.0, 773.0, 0.40242429313905687], [1021.0, 1125.0, 0.18694451988861788], [1178.0, 1390.0, 0.33626825440125196]]","[[117, 117], [119, 119], [498, 499], [717, 717], [1070, 1070], [1228, 1228], [1325, 1325], [1339, 1339], [1370, 1370]]",,0,2,7,OK,26.462233,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS41,0,0.88,0.7857142857142857,1.0,"[[251.0, 417.0, 0.45958734265377704], [674.0, 829.0, 0.36388567169827857], [839.0, 942.0, 0.07907201391336147], [1023.0, 1126.0, 0.11738380574216507], [1285.0, 1469.0, 0.2831089922534785], [1493.0, 1663.0, 0.37669707842104533]]","[[73, 73], [235, 235], [239, 239], [281, 281], [364, 364], [723, 723], [777, 777], [888, 888], [1072, 1072], [1334, 1334], [1414, 1414], [1542, 1542], [1606, 1606], [1610, 1610]]",,0,3,11,OK,25.158118,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS42,0,0.9333333333333332,0.875,1.0,"[[251.0, 308.0, 0.4226157985309014], [347.0, 439.0, 0.07459635455369724], [492.0, 595.0, 0.4172381396764771], [646.0, 751.0, 0.2113939198466172], [1020.0, 1182.0, 0.23399040987311837], [1253.0, 1355.0, 0.19563481101335628], [1459.0, 1559.0, 0.19167189449132274], [1566.0, 1666.0, 0.02683238868531034]]","[[202, 202], [253, 253], [256, 256], [317, 317], [368, 368], [388, 388], [514, 514], [540, 540], [542, 542], [564, 564], [696, 696], [1069, 1069], [1129, 1129], [1302, 1302], [1508, 1508], [1615, 1615]]",,0,2,14,OK,24.48344,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS43,0,0.7499999999999999,0.6,1.0,"[[395.0, 457.0, 0.013491839900380706], [530.0, 696.0, 0.10219817079455529], [860.0, 964.0, 0.2970618108195133], [1289.0, 1528.0, 0.13890726175623236], [1538.0, 1634.0, 0.0071473296990191915]]","[[32, 32], [236, 236], [239, 239], [282, 282], [368, 368], [406, 406], [579, 579], [601, 601], [645, 645], [909, 909], [1339, 1339], [1441, 1441], [1476, 1476], [1587, 1587], [1639, 1639]]",,0,6,9,OK,25.26881,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS44,0,0.8571428571428571,0.75,1.0,"[[365.0, 562.0, 0.1826699989966073], [956.0, 1062.0, 0.6538603258786037], [1067.0, 1164.0, 0.09401263148027905], [1206.0, 1307.0, 0.12480588033205674], [1335.0, 1437.0, 0.1497430993374356], [1552.0, 1654.0, 0.10538905440904087]]","[[4, 4], [81, 81], [414, 414], [443, 443], [510, 510], [686, 686], [761, 761], [1000, 1000], [1005, 1005], [1007, 1007], [1048, 1048], [1081, 1081], [1112, 1112], [1255, 1255], [1384, 1384], [1601, 1601]]",,0,4,12,OK,24.803988,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS45,0,0.7499999999999999,0.6,1.0,"[[982.0, 1086.0, 0.12723128695504438], [1199.0, 1342.0, 0.024826948097204614]]","[[1031, 1031], [1247, 1247], [1291, 1291], [1543, 1543], [1570, 1570]]",,0,2,3,OK,24.374141,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS46,0,0.8,0.6666666666666666,1.0,"[[433.0, 536.0, 0.499342915240253], [1336.0, 1439.0, 0.24623677121262294]]","[[483, 483], [1385, 1385], [1482, 1482]]",,0,1,2,OK,23.646857,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS47,0,0.7499999999999999,0.6,1.0,"[[251.0, 307.0, 0.4384401275226384], [757.0, 857.0, 0.07944282971009411], [904.0, 1062.0, 0.35619859972775525], [1290.0, 1451.0, 0.322190857986819], [1472.0, 1538.0, 0.0967975442607049]]","[[138, 138], [255, 255], [276, 276], [457, 457], [539, 539], [657, 657], [806, 806], [953, 953], [1007, 1007], [1339, 1339], [1398, 1398], [1495, 1495], [1521, 1521], [1586, 1586], [1665, 1665]]",,0,6,9,OK,24.994133,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS48,0,0.761904761904762,0.6153846153846154,1.0,"[[367.0, 467.0, 0.09857144213992385], [602.0, 703.0, 0.13723857907456088], [709.0, 809.0, 0.039561958461910476], [812.0, 912.0, 0.06255346982662548], [1014.0, 1163.0, 0.14069260018660915], [1588.0, 1680.0, 0.3641105170034784]]","[[25, 25], [89, 89], [107, 107], [181, 181], [331, 331], [416, 416], [640, 640], [651, 651], [758, 758], [861, 861], [1064, 1064], [1110, 1110], [1637, 1637]]",,0,5,8,OK,23.670425,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS49,0,0.2222222222222222,0.125,1.0,"[[769.0, 899.0, 0.36899184394959034]]","[[58, 58], [86, 86], [112, 112], [120, 120], [319, 319], [425, 425], [577, 577], [709, 709], [818, 818], [848, 848], [1046, 1046], [1144, 1144], [1218, 1218], [1314, 1314], [1426, 1426], [1552, 1552]]",,0,14,2,OK,24.908377,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS4,0,1.0,1.0,1.0,"[[804.0, 906.0, 0.4584207572897012], [1148.0, 1325.0, 0.32238089742832665], [1358.0, 1646.0, 0.04566097880902084]]","[[853, 853], [1197, 1197], [1270, 1270], [1407, 1407], [1502, 1502], [1595, 1595]]",,0,0,6,OK,24.426563,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS50,0,0.923076923076923,0.8571428571428571,1.0,"[[636.0, 739.0, 0.10356401492988625], [744.0, 847.0, 0.41552736237476295], [1322.0, 1433.0, 0.37672864789972615], [1620.0, 1680.0, 0.4254085372301493]]","[[3, 3], [685, 685], [793, 793], [1371, 1371], [1381, 1381], [1669, 1669], [1673, 1673]]",,0,1,6,OK,25.803734,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS51,0,0.9166666666666666,0.8461538461538461,1.0,"[[409.0, 511.0, 0.2210463056323129], [666.0, 799.0, 0.2723523664684205], [874.0, 1157.0, 0.1908809151072714], [1199.0, 1358.0, 0.15245418406545966], [1482.0, 1673.0, 0.09950623174315307]]","[[190, 190], [222, 222], [458, 458], [715, 715], [746, 746], [923, 923], [998, 998], [1080, 1080], [1106, 1106], [1248, 1248], [1307, 1307], [1531, 1531], [1622, 1622]]",,0,2,11,OK,24.562536,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS52,0,0.9090909090909092,0.8333333333333334,1.0,"[[251.0, 335.0, 0.406026484867642], [737.0, 868.0, 0.22559954388512504], [907.0, 1014.0, 0.42795102953400466]]","[[24, 24], [264, 264], [281, 281], [787, 787], [814, 814], [957, 957]]",,0,1,5,OK,25.536815,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS53,0,0.5714285714285715,0.4,1.0,"[[487.0, 591.0, 0.48037567155934674], [687.0, 790.0, 0.13123068470477944], [960.0, 1202.0, 0.17007653442742018]]","[[29, 29], [44, 44], [149, 149], [537, 537], [736, 736], [1010, 1010], [1056, 1056], [1139, 1139], [1153, 1153], [1221, 1221], [1243, 1243], [1289, 1289], [1437, 1437], [1491, 1491], [1538, 1538]]",,0,9,6,OK,25.441238,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS54,0,0.5714285714285715,0.4,1.0,"[[383.0, 629.0, 0.2645659527924088], [1071.0, 1176.0, 0.28437123987475443], [1210.0, 1339.0, 0.2260344845595871]]","[[106, 106], [117, 117], [248, 248], [318, 318], [432, 432], [471, 471], [573, 573], [1120, 1120], [1259, 1259], [1288, 1288], [1431, 1432], [1507, 1507], [1577, 1577], [1655, 1655], [1675, 1675]]",,0,9,6,OK,24.692204,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS55,0,0.7368421052631579,0.5833333333333334,1.0,"[[553.0, 784.0, 0.29016722630761205], [1105.0, 1210.0, 0.4848078765613053], [1265.0, 1394.0, 0.11815510488236391]]","[[18, 18], [307, 307], [454, 454], [602, 602], [613, 613], [664, 664], [730, 730], [1155, 1155], [1314, 1314], [1364, 1364], [1415, 1415], [1600, 1600]]",,0,5,7,OK,26.333638,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS56,0,1.0,1.0,1.0,"[[999.0, 1103.0, 0.4995479273355669]]","[[1048, 1048]]",,0,0,1,OK,25.14251,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS57,0,0.3636363636363636,0.2222222222222222,1.0,"[[783.0, 884.0, 0.07257815765110685], [890.0, 994.0, 0.30679586776972106]]","[[122, 122], [162, 162], [357, 357], [380, 380], [431, 431], [594, 594], [634, 634], [832, 832], [939, 939]]",,0,7,2,OK,24.928031,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS58,0,0.8,0.6666666666666666,1.0,"[[795.0, 900.0, 0.5545793734897564], [1194.0, 1296.0, 0.4084617694609957]]","[[166, 166], [845, 845], [1243, 1243]]",,0,1,2,OK,23.212732,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS59,0,0.625,0.4545454545454545,1.0,"[[587.0, 674.0, 0.06234805140997799], [808.0, 908.0, 0.1150580263537346], [959.0, 1065.0, 0.17194211044073812], [1381.0, 1487.0, 0.3349579909952523]]","[[148, 148], [226, 226], [258, 258], [370, 370], [494, 494], [563, 563], [623, 623], [857, 857], [1008, 1008], [1383, 1383], [1431, 1431]]",,0,6,5,OK,25.539539,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS5,0,1.0,1.0,1.0,"[[672.0, 778.0, 0.7380203366472946], [1565.0, 1670.0, 0.6819152159446095]]","[[722, 722], [1615, 1615]]",,0,0,2,OK,23.020997,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS60,0,0.6666666666666666,0.5,1.0,"[[683.0, 848.0, 0.20777207719528992], [1032.0, 1135.0, 0.2507585057631635], [1384.0, 1552.0, 0.09293135369446555], [1576.0, 1677.0, 0.008382342573066356]]","[[223, 223], [256, 256], [476, 476], [518, 518], [596, 596], [667, 667], [730, 730], [796, 796], [1081, 1081], [1433, 1433], [1500, 1500], [1625, 1625]]",,0,6,6,OK,25.488518,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS61,0,0.8695652173913044,0.7692307692307693,1.0,"[[443.0, 622.0, 0.15299868417272441], [803.0, 907.0, 0.2510316282874527], [1035.0, 1353.0, 0.24621940479256166], [1459.0, 1560.0, 0.15418730526593588]]","[[378, 378], [407, 407], [435, 435], [458, 458], [539, 539], [570, 570], [853, 853], [1084, 1084], [1110, 1110], [1156, 1156], [1205, 1205], [1300, 1300], [1508, 1508]]",,0,3,10,OK,26.115503,False,be02c475-2
0,YAHOOA3,arima,A3Benchmark-TS62,0,0.8571428571428571,0.75,1.0,"[[484.0, 607.0, 0.4134285320022522], [811.0, 917.0, 0.30936366120874714], [1073.0, 1208.0, 0.3088139846159049], [1277.0, 1378.0, 0.11750072091925631], [1397.0, 1584.0, 0.32295035412924333]]","[[56, 56], [77, 77], [212, 212], [533, 533], [554, 554], [860, 860], [1122, 1122], [1156, 1156], [1326, 1326], [1446, 1446], [1533, 1533], [1578, 1578]]",,0,3,9,OK,26.180561,False,be02c475-2
