pipeline,rank,dataset,signal,iteration,f1,recall,precision,observed,expected,tn,fp,fn,tp,status,elapsed,split,run_id
LSTM-AE,11,YAHOOA1,real_1,0,1.0,1.0,1.0,"[[1161.0, 1271.0, 0.3907714915473906]]","[[1215, 1215], [1217, 1217]]",,0,0,2,OK,14.960096,False,09b9730c-8
LSTM-AE,12,YAHOOA1,real_16,0,1.0,1.0,1.0,"[[1296.0, 1408.0, 1.3556300130662915]]","[[1350, 1352]]",,0,0,1,OK,12.200107,False,09b9730c-8
LSTM-AE,13,UCR,171-gaitHunt2,0,1.0,1.0,1.0,"[[1232238300.0, 1232307600.0, 0.5383089341154532]]","[[1232179200, 1232374200]]",,0,0,1,OK,166.732161,True,09b9730c-8
LSTM-AE,14,UCR,129-GP711MarkerLFM5z3,0,1.0,1.0,1.0,"[[1224585000.0, 1224631800.0, 0.9439023772355016]]","[[1224603600, 1224617100]]",,0,0,1,OK,31.101681,True,09b9730c-8
LSTM-AE,15,YAHOOA2,synthetic_35,0,1.0,1.0,1.0,"[[559.0, 715.0, 0.324363424774698], [839.0, 951.0, 1.2667561615106393]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,13.504612,False,09b9730c-8
LSTM-AE,16,YAHOOA2,synthetic_34,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.5137550791821919], [839.0, 950.0, 0.413154241064365]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.621103,False,09b9730c-8
LSTM-AE,17,YAHOOA1,real_25,0,1.0,1.0,1.0,"[[1322.0, 1434.0, 0.41203688347294304]]","[[1393, 1435]]",,0,0,1,OK,11.400963,False,09b9730c-8
LSTM-AE,18,YAHOOA2,synthetic_20,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.180045151996971], [839.0, 951.0, 0.7723895213323321]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,14.594591,False,09b9730c-8
LSTM-AE,19,YAHOOA1,real_21,0,1.0,1.0,1.0,"[[1224.0, 1336.0, 0.4983559363638612], [1350.0, 1419.0, 0.9033517193019629]]","[[1280, 1280], [1403, 1407]]",,0,0,2,OK,13.762278,False,09b9730c-8
LSTM-AE,20,YAHOOA2,synthetic_13,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.6245347972302078], [839.0, 950.0, 0.7087267030334132]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.137456,False,09b9730c-8
LSTM-AE,21,YAHOOA2,synthetic_1,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.8271217925169162], [839.0, 950.0, 0.5706319298908996]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.165435,False,09b9730c-8
LSTM-AE,22,UCR,089-DISTORTEDtiltAPB1,0,1.0,1.0,1.0,"[[1257084300.0, 1257144300.0, 0.19668395409290337]]","[[1257104100, 1257124200]]",,0,0,1,OK,719.584561,True,09b9730c-8
LSTM-AE,23,YAHOOA2,synthetic_17,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.21336042476140035], [839.0, 951.0, 0.7147891996538233]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.72943,False,09b9730c-8
LSTM-AE,24,YAHOOA2,synthetic_14,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.31167250863384766], [840.0, 951.0, 0.9814419145181944]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.576869,False,09b9730c-8
LSTM-AE,25,SMAP,G-6,0,1.0,1.0,1.0,"[[1404799200.0, 1408492800.0, 1.4923982389812933]]","[[1406008800, 1408168800]]",,0,0,1,OK,26.165126,True,09b9730c-8
LSTM-AE,26,SMAP,G-7,0,1.0,1.0,1.0,"[[1353672000.0, 1357495200.0, 1.6362119895254372], [1383436800.0, 1387195200.0, 1.3182405751008557], [1438581600.0, 1442296800.0, 1.7905174921183156]]","[[1354492800, 1356652800], [1384732800, 1385812800], [1438948800, 1441432800]]",,0,0,3,OK,20.01469,True,09b9730c-8
LSTM-AE,27,YAHOOA2,synthetic_95,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.22491869098781095], [840.0, 951.0, 0.9050465403346258]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,12.513466,False,09b9730c-8
LSTM-AE,28,YAHOOA2,synthetic_29,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.21174248357894657], [840.0, 951.0, 0.5826627062539698]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.258327,False,09b9730c-8
LSTM-AE,29,UCR,094-NOISEBIDMC1,0,1.0,1.0,1.0,"[[1224453900.0, 1224494700.0, 0.28928672590202603], [1224496500.0, 1224524100.0, 0.4855702964218324]]","[[1224439200, 1224499200]]",,0,0,1,OK,28.230392,True,09b9730c-8
LSTM-AE,30,SMAP,A-6,0,1.0,1.0,1.0,"[[1277272800.0, 1280448000.0, 1.233944456537739]]","[[1278374400, 1279238400]]",,0,0,1,OK,13.112591,True,09b9730c-8
LSTM-AE,31,UCR,117-CIMIS44AirTemperature5,0,1.0,1.0,1.0,"[[1224269400.0, 1224294600.0, 0.10609866733745918]]","[[1224274800, 1224289200]]",,0,0,1,OK,34.313919,True,09b9730c-8
LSTM-AE,32,UCR,055-DISTORTEDapneaecg2,0,1.0,1.0,1.0,"[[1229089200.0, 1229173200.0, 0.8808405687294866]]","[[1229104200, 1229149200]]",,0,0,1,OK,94.538451,True,09b9730c-8
LSTM-AE,33,SMAP,A-9,0,1.0,1.0,1.0,"[[1417543200.0, 1419897600.0, 0.09439480560156377]]","[[1337968800, 1421431200]]",,0,0,1,OK,16.92596,True,09b9730c-8
LSTM-AE,34,YAHOOA2,synthetic_16,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.84874262624068], [839.0, 950.0, 0.6570983453849516]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.239507,False,09b9730c-8
LSTM-AE,35,UCR,130-GP711MarkerLFM5z4,0,1.0,1.0,1.0,"[[1224771300.0, 1224829800.0, 1.6750702098836163]]","[[1224777300, 1224812700]]",,0,0,1,OK,40.181053,True,09b9730c-8
LSTM-AE,36,YAHOOA1,real_63,0,1.0,1.0,1.0,"[[1382.0, 1438.0, 0.7528710554031819]]","[[1432, 1439]]",,0,0,1,OK,14.994941,False,09b9730c-8
LSTM-AE,37,UCR,221-STAFFIIIDatabase,0,1.0,1.0,1.0,"[[1271925600.0, 1272012600.0, 1.0784449524106903], [1272174600.0, 1272260400.0, 0.933932602131295]]","[[1271908800, 1272274800]]",,0,0,1,OK,394.424664,True,09b9730c-8
LSTM-AE,38,UCR,095-NOISECIMIS44AirTemperature4,0,1.0,1.0,1.0,"[[1224472500.0, 1224504600.0, 0.027595425687630206]]","[[1224483900, 1224498300]]",,0,0,1,OK,33.704086,True,09b9730c-8
LSTM-AE,39,UCR,167-gait1,0,1.0,1.0,1.0,"[[1234392000.0, 1234452000.0, 0.3115084377901415]]","[[1234369200, 1234459200]]",,0,0,1,OK,129.243958,True,09b9730c-8
LSTM-AE,40,UCR,070-DISTORTEDltstdbs30791AI,0,1.0,1.0,1.0,"[[1238566800.0, 1238657100.0, 2.4861584253411055]]","[[1238599200, 1238659200]]",,0,0,1,OK,138.44551,True,09b9730c-8
LSTM-AE,41,YAHOOA2,synthetic_23,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.11296624818781971], [840.0, 951.0, 0.8112058520184791]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,14.586136,False,09b9730c-8
LSTM-AE,42,SMAP,D-11,0,1.0,1.0,1.0,"[[1370066400.0, 1373544000.0, 0.4200744894317199]]","[[1371448800, 1372744800]]",,0,0,1,OK,17.366031,True,09b9730c-8
LSTM-AE,43,YAHOOA1,real_9,0,1.0,1.0,1.0,"[[599.0, 708.0, 0.7091213831784992], [774.0, 886.0, 0.7692230116066786], [919.0, 1030.0, 0.19999388415539482], [1260.0, 1369.0, 0.3453956445377103]]","[[654, 657], [830, 830], [974, 974], [1315, 1316]]",,0,0,4,OK,11.698189,False,09b9730c-8
LSTM-AE,44,YAHOOA2,synthetic_86,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.2913176141607651], [839.0, 951.0, 1.0186832442902394]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.230325,False,09b9730c-8
LSTM-AE,45,YAHOOA2,synthetic_51,0,1.0,1.0,1.0,"[[838.0, 950.0, 0.46481307453272236]]","[[894, 894]]",,0,0,1,OK,15.362994,False,09b9730c-8
LSTM-AE,46,YAHOOA2,synthetic_79,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.8516869382227957], [839.0, 950.0, 0.9068398255626787]]","[[659, 660], [894, 895]]",,0,0,2,OK,12.708035,False,09b9730c-8
LSTM-AE,47,YAHOOA2,synthetic_100,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.8632745248051004], [839.0, 951.0, 0.8574396399198967]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.414345,False,09b9730c-8
LSTM-AE,48,YAHOOA2,synthetic_44,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.14855602873853013], [839.0, 951.0, 0.6436782289071576]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,13.44396,False,09b9730c-8
LSTM-AE,49,YAHOOA2,synthetic_50,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.16900479386975623], [840.0, 950.0, 0.29656434255238234]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.866397,False,09b9730c-8
LSTM-AE,50,YAHOOA2,synthetic_19,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.5252747009661263], [839.0, 950.0, 0.32253444317794]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.754802,False,09b9730c-8
LSTM-AE,51,YAHOOA2,synthetic_93,0,1.0,1.0,1.0,"[[838.0, 950.0, 0.6854301654352462]]","[[894, 894]]",,0,0,1,OK,11.226185,False,09b9730c-8
LSTM-AE,52,YAHOOA2,synthetic_97,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.5043283826244483], [839.0, 950.0, 0.4788162199961269]]","[[659, 660], [894, 895]]",,0,0,2,OK,12.526073,False,09b9730c-8
LSTM-AE,53,YAHOOA2,synthetic_83,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.17229636137198168], [840.0, 951.0, 0.667115492962875]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,12.572415,False,09b9730c-8
LSTM-AE,54,YAHOOA2,synthetic_40,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.124566881757459], [844.0, 946.0, 0.025054890932878777]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.432456,False,09b9730c-8
LSTM-AE,55,YAHOOA2,synthetic_41,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.15660621265472635], [850.0, 950.0, 0.030776507627916005]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,11.066874,False,09b9730c-8
LSTM-AE,56,YAHOOA2,synthetic_31,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.477807935655441], [839.0, 950.0, 0.368413170187097]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.656417,False,09b9730c-8
LSTM-AE,57,YAHOOA2,synthetic_82,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.5617065816254908], [839.0, 950.0, 0.3827226969868646]]","[[659, 660], [894, 895]]",,0,0,2,OK,14.690683,False,09b9730c-8
LSTM-AE,58,YAHOOA2,synthetic_94,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.4766410517757285], [839.0, 950.0, 0.41724384902550626]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.726796,False,09b9730c-8
LSTM-AE,59,YAHOOA2,synthetic_43,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.539148459114197], [839.0, 950.0, 0.42391706748499164]]","[[659, 660], [894, 895]]",,0,0,2,OK,14.904195,False,09b9730c-8
LSTM-AE,60,YAHOOA2,synthetic_56,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.2963246073904702], [839.0, 951.0, 1.139601407447574]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,13.45104,False,09b9730c-8
LSTM-AE,61,YAHOOA2,synthetic_84,0,1.0,1.0,1.0,"[[838.0, 950.0, 1.063979446844183]]","[[894, 894]]",,0,0,1,OK,15.585934,False,09b9730c-8
LSTM-AE,62,YAHOOA2,synthetic_47,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.3623748752773688], [839.0, 951.0, 0.790830936606672]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,14.788811,False,09b9730c-8
LSTM-AE,63,YAHOOA2,synthetic_53,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.18848219889292386], [839.0, 951.0, 1.0088796756698695]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.140245,False,09b9730c-8
LSTM-AE,64,UCR,034-DISTORTEDInternalBleeding6,0,1.0,1.0,1.0,"[[1223858100.0, 1223907600.0, 0.2514560031515141]]","[[1223861400, 1223907900]]",,0,0,1,OK,20.411831,True,09b9730c-8
LSTM-AE,65,YAHOOA1,real_23,0,1.0,1.0,1.0,"[[284.0, 392.0, 0.3626731602735841], [633.0, 842.0, 0.22211020961691366], [1349.0, 1419.0, 0.520031298876432]]","[[315, 316], [319, 319], [321, 321], [335, 337], [339, 341], [679, 679], [687, 687], [689, 689], [786, 786], [789, 789], [1402, 1403], [1405, 1406]]",,0,0,12,OK,12.345826,False,09b9730c-8
LSTM-AE,66,YAHOOA1,real_50,0,1.0,1.0,1.0,"[[1381.0, 1438.0, 1.0933602710535621]]","[[1433, 1439]]",,0,0,1,OK,13.631744,False,09b9730c-8
LSTM-AE,67,UCR,168-gait2,0,1.0,1.0,1.0,"[[1236787200.0, 1236873000.0, 0.6351098700204191]]","[[1236769200, 1236859200]]",,0,0,1,OK,197.21671,True,09b9730c-8
LSTM-AE,68,YAHOOA1,real_45,0,1.0,1.0,1.0,"[[1205.0, 1317.0, 0.3332697434097351]]","[[1261, 1261]]",,0,0,1,OK,12.452537,False,09b9730c-8
LSTM-AE,69,YAHOOA2,synthetic_37,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.367204117239495], [839.0, 950.0, 0.4224505125244323]]","[[659, 660], [894, 895]]",,0,0,2,OK,13.234841,False,09b9730c-8
LSTM-AE,70,YAHOOA2,synthetic_8,0,1.0,1.0,1.0,"[[570.0, 657.0, 0.15166616538521271], [659.0, 715.0, 0.2311778115787735], [839.0, 950.0, 0.3772276640237281]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.302405,False,09b9730c-8
LSTM-AE,71,UCR,022-DISTORTEDGP711MarkerLFM5z4,0,1.0,1.0,1.0,"[[1224777300.0, 1224827700.0, 0.21499855030832196]]","[[1224777300, 1224812700]]",,0,0,1,OK,37.314221,True,09b9730c-8
LSTM-AE,72,UCR,162-WalkingAceleration5,0,1.0,1.0,1.0,"[[1224585300.0, 1224624600.0, 0.29509194938899]]","[[1224595200, 1224612900]]",,0,0,1,OK,21.681608,True,09b9730c-8
LSTM-AE,73,YAHOOA2,synthetic_52,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.22530379236415576], [839.0, 950.0, 0.1336932529177439]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.680721,False,09b9730c-8
LSTM-AE,74,YAHOOA2,synthetic_26,0,1.0,1.0,1.0,"[[573.0, 715.0, 0.09222333629168233], [840.0, 950.0, 0.10954991511085586]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.426445,False,09b9730c-8
LSTM-AE,75,UCR,030-DISTORTEDInternalBleeding19,0,1.0,1.0,1.0,"[[1224058500.0, 1224097500.0, 0.09968503698711295]]","[[1224075300, 1224078300]]",,0,0,1,OK,29.560895,True,09b9730c-8
LSTM-AE,76,YAHOOA2,synthetic_32,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.20174655466800384], [839.0, 951.0, 0.8484565078991411]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.193505,False,09b9730c-8
LSTM-AE,77,YAHOOA2,synthetic_18,0,1.0,1.0,1.0,"[[838.0, 950.0, 0.3431765460811085]]","[[894, 894]]",,0,0,1,OK,15.311191,False,09b9730c-8
LSTM-AE,78,YAHOOA2,synthetic_85,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.5571503740139627], [839.0, 950.0, 0.4582269568715999]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.106598,False,09b9730c-8
LSTM-AE,79,YAHOOA2,synthetic_91,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.8137852361717325], [839.0, 950.0, 0.8357426456356265]]","[[659, 660], [894, 895]]",,0,0,2,OK,11.97041,False,09b9730c-8
LSTM-AE,80,YAHOOA2,synthetic_46,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.44193514585576804], [839.0, 950.0, 0.3298790208475103]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.226083,False,09b9730c-8
LSTM-AE,81,UCR,033-DISTORTEDInternalBleeding5,0,1.0,1.0,1.0,"[[1224665100.0, 1224700200.0, 0.28874299062532605]]","[[1224679200, 1224730200]]",,0,0,1,OK,34.198636,True,09b9730c-8
LSTM-AE,82,UCR,133-InternalBleeding14,0,1.0,1.0,1.0,"[[1224478800.0, 1224526800.0, 1.2977599582430774]]","[[1224501300, 1224509400]]",,0,0,1,OK,27.971498,True,09b9730c-8
LSTM-AE,83,SMAP,T-3,0,1.0,1.0,1.0,"[[1329566400.0, 1333519200.0, 0.8640262840904663], [1396418400.0, 1400371200.0, 0.8908678941987092]]","[[1330257600, 1332028800], [1397260800, 1399420800]]",,0,0,2,OK,30.346575,True,09b9730c-8
LSTM-AE,84,UCR,071-DISTORTEDltstdbs30791AS,0,1.0,1.0,1.0,"[[1238563500.0, 1238656800.0, 3.1191412581024855]]","[[1238599200, 1238659200]]",,0,0,1,OK,162.552312,True,09b9730c-8
LSTM-AE,85,UCR,142-InternalBleeding6,0,1.0,1.0,1.0,"[[1223856000.0, 1223906400.0, 0.5098949465328013]]","[[1223861400, 1223907900]]",,0,0,1,OK,20.555041,True,09b9730c-8
LSTM-AE,86,YAHOOA3,A3Benchmark-TS38,0,1.0,1.0,1.0,"[[98.0, 201.0, 0.08543222604121417], [262.0, 376.0, 0.29399444936765656], [860.0, 974.0, 0.3121667882339171]]","[[152, 152], [319, 319], [917, 917]]",,0,0,3,OK,16.890043,False,09b9730c-8
LSTM-AE,87,YAHOOA3,A3Benchmark-TS34,0,1.0,1.0,1.0,"[[168.0, 268.0, 0.10773982828872222]]","[[225, 225]]",,0,0,1,OK,17.595888,False,09b9730c-8
LSTM-AE,88,UCR,084-DISTORTEDs20101mML2,0,1.0,1.0,1.0,"[[1233529800.0, 1233618300.0, 1.1528141282436055]]","[[1233551400, 1233581400]]",,0,0,1,OK,110.477801,True,09b9730c-8
LSTM-AE,89,UCR,215-STAFFIIIDatabase,0,1.0,1.0,1.0,"[[1254827400.0, 1254887700.0, 0.2030947414382136]]","[[1254835200, 1255030200]]",,0,0,1,OK,435.456114,True,09b9730c-8
LSTM-AE,90,YAHOOA2,synthetic_88,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.3679220538628029], [839.0, 950.0, 0.2690065955477763]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.858709,False,09b9730c-8
LSTM-AE,91,UCR,008-DISTORTEDCIMIS44AirTemperature4,0,1.0,1.0,1.0,"[[1224473400.0, 1224504900.0, 0.04944007405235332]]","[[1224483900, 1224498300]]",,0,0,1,OK,35.988207,True,09b9730c-8
LSTM-AE,92,YAHOOA2,synthetic_63,0,1.0,1.0,1.0,"[[838.0, 950.0, 0.7127133920505277]]","[[894, 894]]",,0,0,1,OK,15.881059,False,09b9730c-8
LSTM-AE,93,UCR,178-ltstdbs30791AI,0,1.0,1.0,1.0,"[[1238567700.0, 1238659500.0, 3.206389557043386]]","[[1238599200, 1238659200]]",,0,0,1,OK,155.239324,True,09b9730c-8
LSTM-AE,94,MSL,P-10,0,1.0,1.0,1.0,"[[1414216800.0, 1416052800.0, 4.249019031080605]]","[[1415016000, 1417824000]]",,0,0,1,OK,34.521363,True,09b9730c-8
LSTM-AE,95,YAHOOA2,synthetic_77,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.32788981820366403], [839.0, 951.0, 1.2100918696064717]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,11.526202,False,09b9730c-8
LSTM-AE,96,UCR,006-DISTORTEDCIMIS44AirTemperature2,0,1.0,1.0,1.0,"[[1224512700.0, 1224551100.0, 0.7651472413031389]]","[[1224530100, 1224537300]]",,0,0,1,OK,34.047928,True,09b9730c-8
LSTM-AE,97,SMAP,G-4,0,1.0,1.0,1.0,"[[1377712800.0, 1381449600.0, 1.3535046445623407]]","[[1379224800, 1379872800]]",,0,0,1,OK,27.802385,True,09b9730c-8
LSTM-AE,98,UCR,180-ltstdbs30791ES,0,1.0,1.0,1.0,"[[1238570700.0, 1238656200.0, 0.2662357427185834]]","[[1238599200, 1238659200]]",,0,0,1,OK,130.043505,True,09b9730c-8
LSTM-AE,99,MSL,F-5,0,1.0,1.0,1.0,"[[1355162400.0, 1357840800.0, 0.38269515707616725]]","[[1355616000, 1358856000]]",,0,0,1,OK,22.183172,True,09b9730c-8
LSTM-AE,100,YAHOOA2,synthetic_74,0,1.0,1.0,1.0,"[[570.0, 713.0, 0.06708805463388004], [840.0, 951.0, 0.4435076394589617]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,12.122681,False,09b9730c-8
LSTM-AE,101,UCR,128-GP711MarkerLFM5z2,0,1.0,1.0,1.0,"[[1224986100.0, 1225043700.0, 1.3452687944079516]]","[[1224971700, 1225035600]]",,0,0,1,OK,46.251645,True,09b9730c-8
LSTM-AE,102,UCR,138-InternalBleeding19,0,1.0,1.0,1.0,"[[1224055200.0, 1224097500.0, 1.0984894168143786]]","[[1224075300, 1224078300]]",,0,0,1,OK,27.195405,True,09b9730c-8
LSTM-AE,103,YAHOOA2,synthetic_61,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.7470600058560727], [839.0, 950.0, 0.5300705578799078]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.659917,False,09b9730c-8
LSTM-AE,104,YAHOOA3,A3Benchmark-TS66,0,1.0,1.0,1.0,"[[1330.0, 1434.0, 0.036460022576233195]]","[[1387, 1387]]",,0,0,1,OK,17.364253,False,09b9730c-8
LSTM-AE,105,UCR,201-CHARISfive,0,1.0,1.0,1.0,"[[1227878400.0, 1227967500.0, 0.9550966287668354]]","[[1227919500, 1227924000]]",,0,0,1,OK,99.705425,True,09b9730c-8
LSTM-AE,106,UCR,136-InternalBleeding17,0,1.0,1.0,1.0,"[[1223780400.0, 1223818200.0, 0.026303867042014303]]","[[1223778600, 1223811900]]",,0,0,1,OK,20.153304,True,09b9730c-8
LSTM-AE,107,realAdExchange,exchange-3_cpc_results,0,1.0,1.0,1.0,"[[1310462101.0, 1310807701.0, 0.03764559308946261], [1310948101.0, 1311354901.0, 0.6294999802750454], [1312949701.0, 1313424901.0, 0.48682722142669904]]","[[1310541301, 1310721301], [1311059701, 1311239701], [1313126101, 1313320501]]",,0,0,3,OK,14.528709,False,09b9730c-8
LSTM-AE,108,YAHOOA3,A3Benchmark-TS50,0,1.0,1.0,1.0,"[[1.0, 57.0, 0.3197832263504399], [630.0, 742.0, 0.15523627134214787], [749.0, 850.0, 0.048491602135709674], [1314.0, 1428.0, 0.2901876932999778], [1620.0, 1679.0, 0.34976422796558043]]","[[3, 3], [685, 685], [793, 793], [1371, 1371], [1381, 1381], [1669, 1669], [1673, 1673]]",,0,0,7,OK,16.896849,False,09b9730c-8
LSTM-AE,109,realAWSCloudwatch,ec2_cpu_utilization_5f5533,0,1.0,1.0,1.0,"[[1392731820.0, 1392800220.0, 0.06922306290317508], [1393240020.0, 1393309620.0, 0.11825887691311053]]","[[1392735720, 1392795720], [1393233420, 1393293420]]",,0,0,2,OK,19.71383,False,09b9730c-8
LSTM-AE,110,YAHOOA3,A3Benchmark-TS79,0,1.0,1.0,1.0,"[[1.0, 73.0, 0.2483215796616423], [640.0, 742.0, 0.020286609893582896], [947.0, 1139.0, 0.1071530762522719], [1182.0, 1296.0, 0.13346002434545912]]","[[21, 21], [696, 696], [1004, 1004], [1083, 1083], [1239, 1239]]",,0,0,5,OK,17.270346,False,09b9730c-8
LSTM-AE,111,realAWSCloudwatch,ec2_cpu_utilization_53ea38,0,1.0,1.0,1.0,"[[1392804600.0, 1392870000.0, 0.08030247603634717], [1393153200.0, 1393222800.0, 0.4354327980383583]]","[[1392803400, 1392863400], [1393152300, 1393212300]]",,0,0,2,OK,13.973324,False,09b9730c-8
LSTM-AE,112,realAWSCloudwatch,ec2_disk_write_bytes_1ef3de,0,1.0,1.0,1.0,"[[1394450040.0, 1394511240.0, 0.32344029037989297]]","[[1394411340, 1394552940]]",,0,0,1,OK,22.497002,False,09b9730c-8
LSTM-AE,113,YAHOOA3,A3Benchmark-TS17,0,1.0,1.0,1.0,"[[822.0, 936.0, 0.230250490710444]]","[[879, 879]]",,0,0,1,OK,17.585444,False,09b9730c-8
