pipeline,rank,dataset,signal,iteration,f1,recall,precision,observed,expected,tn,fp,fn,tp,status,elapsed,split,run_id
LSTM-VAE (M),22,YAHOOA2,synthetic_17,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.13561795015932346], [839.0, 951.0, 0.6488891256357968]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.745429,False,f3a9a8b6-8
LSTM-VAE (M),23,YAHOOA2,synthetic_2,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.27767886438262035], [840.0, 951.0, 1.069339303107793]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,16.935603,False,f3a9a8b6-8
LSTM-VAE (M),24,YAHOOA2,synthetic_29,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.21040916863490686], [839.0, 951.0, 0.6020332676929243]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.792435,False,f3a9a8b6-8
LSTM-VAE (M),25,YAHOOA2,synthetic_15,0,1.0,1.0,1.0,"[[838.0, 950.0, 0.12940586281204106]]","[[894, 894]]",,0,0,1,OK,16.635407,False,f3a9a8b6-8
LSTM-VAE (M),26,YAHOOA2,synthetic_98,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.2903274635408614], [839.0, 951.0, 1.1201682072931924]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.74347,False,f3a9a8b6-8
LSTM-VAE (M),27,YAHOOA2,synthetic_67,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.4588815718670442], [839.0, 950.0, 0.4233258049341803]]","[[659, 660], [894, 895]]",,0,0,2,OK,16.915768,False,f3a9a8b6-8
LSTM-VAE (M),28,YAHOOA2,synthetic_72,0,1.0,1.0,1.0,"[[838.0, 950.0, 0.06318459721641495]]","[[894, 894]]",,0,0,1,OK,15.837361,False,f3a9a8b6-8
LSTM-VAE (M),29,YAHOOA2,synthetic_70,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.8415431646657594], [839.0, 950.0, 0.8840180573701814]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.493937,False,f3a9a8b6-8
LSTM-VAE (M),30,YAHOOA2,synthetic_58,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.47127732937566263], [839.0, 950.0, 0.5743476980850644]]","[[659, 660], [894, 895]]",,0,0,2,OK,16.546389,False,f3a9a8b6-8
LSTM-VAE (M),31,YAHOOA2,synthetic_25,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.7247640304888705], [839.0, 950.0, 0.6363492710997323]]","[[659, 660], [894, 895]]",,0,0,2,OK,16.708131,False,f3a9a8b6-8
LSTM-VAE (M),32,YAHOOA2,synthetic_95,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.23624219350738349], [840.0, 951.0, 0.9173674182038888]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,16.96004,False,f3a9a8b6-8
LSTM-VAE (M),33,YAHOOA1,real_50,0,1.0,1.0,1.0,"[[1380.0, 1438.0, 1.2537612413075438]]","[[1433, 1439]]",,0,0,1,OK,15.448041,False,f3a9a8b6-8
LSTM-VAE (M),34,YAHOOA2,synthetic_50,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.1485153406333275], [840.0, 950.0, 0.30408481479151195]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.194137,False,f3a9a8b6-8
LSTM-VAE (M),35,YAHOOA1,real_43,0,1.0,1.0,1.0,"[[61.0, 172.0, 0.9834437124893944], [892.0, 1002.0, 0.5969398665750452], [1180.0, 1286.0, 0.26492120141899395]]","[[115, 119], [946, 948], [1239, 1262]]",,0,0,3,OK,15.158398,False,f3a9a8b6-8
LSTM-VAE (M),36,YAHOOA1,real_54,0,1.0,1.0,1.0,"[[4.0, 108.0, 0.6378396593060643], [126.0, 230.0, 0.561843977448308]]","[[55, 56], [177, 178]]",,0,0,2,OK,10.571797,False,f3a9a8b6-8
LSTM-VAE (M),37,YAHOOA2,synthetic_91,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.8030886031310458], [839.0, 950.0, 0.8487544700229047]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.815312,False,f3a9a8b6-8
LSTM-VAE (M),38,YAHOOA2,synthetic_46,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.4298729623127152], [839.0, 950.0, 0.339370293530555]]","[[659, 660], [894, 895]]",,0,0,2,OK,16.744822,False,f3a9a8b6-8
LSTM-VAE (M),39,YAHOOA2,synthetic_52,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.2726570571224885], [839.0, 950.0, 0.16390032290272452]]","[[659, 660], [894, 895]]",,0,0,2,OK,16.486668,False,f3a9a8b6-8
LSTM-VAE (M),40,YAHOOA2,synthetic_53,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.1275470858823933], [840.0, 951.0, 0.5649720611467218]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.849936,False,f3a9a8b6-8
LSTM-VAE (M),41,YAHOOA2,synthetic_47,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.29557318471729316], [839.0, 951.0, 0.7293288472328543]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,17.005171,False,f3a9a8b6-8
LSTM-VAE (M),42,YAHOOA2,synthetic_84,0,1.0,1.0,1.0,"[[838.0, 950.0, 0.604413195900177]]","[[894, 894]]",,0,0,1,OK,16.799511,False,f3a9a8b6-8
LSTM-VAE (M),43,YAHOOA2,synthetic_92,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.1969612996665463], [839.0, 951.0, 0.6566211469503587]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,16.611856,False,f3a9a8b6-8
LSTM-VAE (M),44,YAHOOA2,synthetic_86,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.2482850204799262], [839.0, 951.0, 0.9728433748118528]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.68934,False,f3a9a8b6-8
LSTM-VAE (M),45,YAHOOA2,synthetic_51,0,1.0,1.0,1.0,"[[838.0, 950.0, 0.3039316238624747]]","[[894, 894]]",,0,0,1,OK,16.902941,False,f3a9a8b6-8
LSTM-VAE (M),46,YAHOOA2,synthetic_79,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.8513108225340537], [839.0, 950.0, 0.9058805764844862]]","[[659, 660], [894, 895]]",,0,0,2,OK,16.174842,False,f3a9a8b6-8
LSTM-VAE (M),47,YAHOOA2,synthetic_100,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.5410130442679807], [839.0, 950.0, 0.5850598541900172]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.302632,False,f3a9a8b6-8
LSTM-VAE (M),48,YAHOOA2,synthetic_87,0,1.0,1.0,1.0,"[[838.0, 950.0, 0.21829540067135428]]","[[894, 894]]",,0,0,1,OK,16.232798,False,f3a9a8b6-8
LSTM-VAE (M),49,YAHOOA2,synthetic_42,0,1.0,1.0,1.0,"[[838.0, 950.0, 0.29676538593305823]]","[[894, 894]]",,0,0,1,OK,15.78044,False,f3a9a8b6-8
LSTM-VAE (M),50,YAHOOA2,synthetic_93,0,1.0,1.0,1.0,"[[838.0, 950.0, 0.7624438580179013]]","[[894, 894]]",,0,0,1,OK,16.06442,False,f3a9a8b6-8
LSTM-VAE (M),51,YAHOOA2,synthetic_97,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.41531319829101304], [839.0, 950.0, 0.4306290000743585]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.274238,False,f3a9a8b6-8
LSTM-VAE (M),52,YAHOOA2,synthetic_83,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.19302113017102654], [840.0, 951.0, 0.755888302069824]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,16.369748,False,f3a9a8b6-8
LSTM-VAE (M),53,YAHOOA2,synthetic_68,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.14654983978210234], [840.0, 950.0, 0.4807870441883697]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.764527,False,f3a9a8b6-8
LSTM-VAE (M),54,YAHOOA2,synthetic_40,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.14101619295029413], [840.0, 946.0, 0.07435001847929705]]","[[659, 660], [894, 895]]",,0,0,2,OK,16.638734,False,f3a9a8b6-8
LSTM-VAE (M),55,YAHOOA2,synthetic_41,0,1.0,1.0,1.0,"[[560.0, 715.0, 0.33044349773850423], [839.0, 951.0, 0.9738166264780276]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.716166,False,f3a9a8b6-8
LSTM-VAE (M),56,YAHOOA2,synthetic_55,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.46411329414777325], [839.0, 950.0, 0.41185313482418573]]","[[659, 660], [894, 895]]",,0,0,2,OK,16.764775,False,f3a9a8b6-8
LSTM-VAE (M),57,YAHOOA2,synthetic_82,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.4987909822449464], [839.0, 950.0, 0.36187576817584083]]","[[659, 660], [894, 895]]",,0,0,2,OK,16.518695,False,f3a9a8b6-8
LSTM-VAE (M),58,YAHOOA2,synthetic_80,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.26839376288452554], [839.0, 951.0, 0.6652241018415843]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.800242,False,f3a9a8b6-8
LSTM-VAE (M),59,YAHOOA2,synthetic_94,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.3958255744238418], [839.0, 950.0, 0.315820654350812]]","[[659, 660], [894, 895]]",,0,0,2,OK,16.947883,False,f3a9a8b6-8
LSTM-VAE (M),60,YAHOOA2,synthetic_43,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.40486439051238265], [839.0, 950.0, 0.28882988931013504]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.841739,False,f3a9a8b6-8
LSTM-VAE (M),61,YAHOOA2,synthetic_57,0,1.0,1.0,1.0,"[[894.0, 950.0, 0.05543179910839144]]","[[894, 894]]",,0,0,1,OK,16.647859,False,f3a9a8b6-8
LSTM-VAE (M),62,YAHOOA2,synthetic_56,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.2451152262777943], [839.0, 951.0, 0.8950734518036759]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,16.693519,False,f3a9a8b6-8
LSTM-VAE (M),63,YAHOOA2,synthetic_59,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.2192491584561551], [839.0, 951.0, 0.8260560228269345]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.721332,False,f3a9a8b6-8
LSTM-VAE (M),64,YAHOOA2,synthetic_65,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.25061267308666163], [839.0, 951.0, 1.1047276743007692]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,16.742144,False,f3a9a8b6-8
LSTM-VAE (M),65,YAHOOA2,synthetic_71,0,1.0,1.0,1.0,"[[559.0, 715.0, 0.23897661222587568], [839.0, 951.0, 1.0623863788582957]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,16.557015,False,f3a9a8b6-8
LSTM-VAE (M),66,UCR,180-ltstdbs30791ES,0,1.0,1.0,1.0,"[[1238571600.0, 1238614500.0, 0.0511587111735162]]","[[1238599200, 1238659200]]",,0,0,1,OK,175.083799,True,f3a9a8b6-8
LSTM-VAE (M),67,UCR,094-NOISEBIDMC1,0,1.0,1.0,1.0,"[[1224458100.0, 1224522000.0, 0.7537442296388001]]","[[1224439200, 1224499200]]",,0,0,1,OK,28.526173,True,f3a9a8b6-8
LSTM-VAE (M),68,UCR,032-DISTORTEDInternalBleeding4,0,1.0,1.0,1.0,"[[1224225900.0, 1224268800.0, 0.5868228898406741]]","[[1224221700, 1224329100]]",,0,0,1,OK,18.603676,True,f3a9a8b6-8
LSTM-VAE (M),69,UCR,217-STAFFIIIDatabase,0,1.0,1.0,1.0,"[[1268072400.0, 1268160300.0, 0.4026711082737035]]","[[1268035200, 1268230200]]",,0,0,1,OK,471.824376,True,f3a9a8b6-8
LSTM-VAE (M),70,UCR,062-DISTORTEDgaitHunt1,0,1.0,1.0,1.0,"[[1232717700.0, 1232803800.0, 0.559902307253095]]","[[1232740200, 1232773200]]",,0,0,1,OK,166.259956,True,f3a9a8b6-8
LSTM-VAE (M),71,UCR,115-CIMIS44AirTemperature3,0,1.0,1.0,1.0,"[[1224757500.0, 1224797700.0, 0.5642846110700749]]","[[1224775200, 1224782400]]",,0,0,1,OK,37.094957,True,f3a9a8b6-8
LSTM-VAE (M),72,UCR,181-park3m,0,1.0,1.0,1.0,"[[1244465700.0, 1244548800.0, 0.15445197918272563], [1244556600.0, 1244592600.0, 0.046408683861580986]]","[[1244464200, 1244567700]]",,0,0,1,OK,447.67251,True,f3a9a8b6-8
LSTM-VAE (M),73,UCR,046-DISTORTEDPowerDemand3,0,1.0,1.0,1.0,"[[1229822700.0, 1229874900.0, 0.17922340801730244]]","[[1229840700, 1229862300]]",,0,0,1,OK,130.429971,True,f3a9a8b6-8
LSTM-VAE (M),74,UCR,024-DISTORTEDInternalBleeding10,0,1.0,1.0,1.0,"[[1224162600.0, 1224197700.0, 0.1203740799390177]]","[[1224177000, 1224186000]]",,0,0,1,OK,31.103362,True,f3a9a8b6-8
LSTM-VAE (M),75,UCR,131-GP711MarkerLFM5z5,0,1.0,1.0,1.0,"[[1225387800.0, 1225460400.0, 0.8106461544635803]]","[[1225402800, 1225434000]]",,0,0,1,OK,47.042884,True,f3a9a8b6-8
LSTM-VAE (M),76,UCR,139-InternalBleeding20,0,1.0,1.0,1.0,"[[1224540300.0, 1224581100.0, 0.15237048773097675], [1224583200.0, 1224603900.0, 1.0007825379772584]]","[[1224546900, 1224594900]]",,0,0,1,OK,28.282647,True,f3a9a8b6-8
LSTM-VAE (M),77,UCR,214-STAFFIIIDatabase,0,1.0,1.0,1.0,"[[1260519300.0, 1260612300.0, 1.9867738766100504]]","[[1260535200, 1260730200]]",,0,0,1,OK,496.909922,True,f3a9a8b6-8
LSTM-VAE (M),78,UCR,140-InternalBleeding4,0,1.0,1.0,1.0,"[[1224220800.0, 1224269100.0, 0.7540310066194693]]","[[1224221700, 1224329100]]",,0,0,1,OK,18.687188,True,f3a9a8b6-8
LSTM-VAE (M),79,UCR,118-CIMIS44AirTemperature6,0,1.0,1.0,1.0,"[[1224614400.0, 1224654600.0, 0.28185705975248637]]","[[1224621000, 1224635400]]",,0,0,1,OK,35.8131,True,f3a9a8b6-8
LSTM-VAE (M),80,UCR,006-DISTORTEDCIMIS44AirTemperature2,0,1.0,1.0,1.0,"[[1224513000.0, 1224553200.0, 0.5060583651124865]]","[[1224530100, 1224537300]]",,0,0,1,OK,36.487022,True,f3a9a8b6-8
LSTM-VAE (M),81,YAHOOA2,synthetic_49,0,1.0,1.0,1.0,"[[603.0, 715.0, 0.9292995780931359], [839.0, 950.0, 1.0080442328454358]]","[[659, 660], [894, 895]]",,0,0,2,OK,15.895889,False,f3a9a8b6-8
LSTM-VAE (M),82,UCR,116-CIMIS44AirTemperature4,0,1.0,1.0,1.0,"[[1224472500.0, 1224506700.0, 0.08136381740187335]]","[[1224483900, 1224498300]]",,0,0,1,OK,37.350336,True,f3a9a8b6-8
LSTM-VAE (M),83,UCR,141-InternalBleeding5,0,1.0,1.0,1.0,"[[1224665400.0, 1224712200.0, 0.478682110613664]]","[[1224679200, 1224730200]]",,0,0,1,OK,35.837301,True,f3a9a8b6-8
LSTM-VAE (M),84,UCR,071-DISTORTEDltstdbs30791AS,0,1.0,1.0,1.0,"[[1238562900.0, 1238656800.0, 3.173631815046201]]","[[1238599200, 1238659200]]",,0,0,1,OK,196.614866,True,f3a9a8b6-8
LSTM-VAE (M),85,UCR,215-STAFFIIIDatabase,0,1.0,1.0,1.0,"[[1254824400.0, 1254912000.0, 1.0408511075304439]]","[[1254835200, 1255030200]]",,0,0,1,OK,441.506678,True,f3a9a8b6-8
LSTM-VAE (M),86,UCR,097-NOISEGP711MarkerLFM5z3,0,1.0,1.0,1.0,"[[1224585900.0, 1224632400.0, 0.7468516922971922]]","[[1224603600, 1224617100]]",,0,0,1,OK,46.510746,True,f3a9a8b6-8
LSTM-VAE (M),87,UCR,084-DISTORTEDs20101mML2,0,1.0,1.0,1.0,"[[1233531300.0, 1233620100.0, 1.1371297029160197]]","[[1233551400, 1233581400]]",,0,0,1,OK,116.204751,True,f3a9a8b6-8
LSTM-VAE (M),88,UCR,128-GP711MarkerLFM5z2,0,1.0,1.0,1.0,"[[1224986400.0, 1225044000.0, 1.6692693489535506]]","[[1224971700, 1225035600]]",,0,0,1,OK,46.157319,True,f3a9a8b6-8
LSTM-VAE (M),89,UCR,178-ltstdbs30791AI,0,1.0,1.0,1.0,"[[1238566800.0, 1238657700.0, 2.6550084265785787]]","[[1238599200, 1238659200]]",,0,0,1,OK,161.969712,True,f3a9a8b6-8
LSTM-VAE (M),90,UCR,138-InternalBleeding19,0,1.0,1.0,1.0,"[[1224055200.0, 1224096300.0, 0.8554267581219648]]","[[1224075300, 1224078300]]",,0,0,1,OK,30.207073,True,f3a9a8b6-8
LSTM-VAE (M),91,UCR,004-DISTORTEDBIDMC1,0,1.0,1.0,1.0,"[[1224462000.0, 1224523500.0, 0.6459409115984507]]","[[1224439200, 1224499200]]",,0,0,1,OK,28.988817,True,f3a9a8b6-8
LSTM-VAE (M),92,UCR,106-NOISEgaitHunt2,0,1.0,1.0,1.0,"[[1232234100.0, 1232307000.0, 0.32759918497117213]]","[[1232179200, 1232374200]]",,0,0,1,OK,166.648696,True,f3a9a8b6-8
LSTM-VAE (M),93,UCR,204-CHARISfive,0,1.0,1.0,1.0,"[[1227294600.0, 1227375000.0, 0.2627348519138797]]","[[1227319200, 1227340200]]",,0,0,1,OK,118.059136,True,f3a9a8b6-8
LSTM-VAE (M),94,UCR,201-CHARISfive,0,1.0,1.0,1.0,"[[1227878400.0, 1227966900.0, 0.8234575523808484]]","[[1227919500, 1227924000]]",,0,0,1,OK,103.454392,True,f3a9a8b6-8
LSTM-VAE (M),95,UCR,117-CIMIS44AirTemperature5,0,1.0,1.0,1.0,"[[1224261000.0, 1224300900.0, 0.2269735346475925]]","[[1224274800, 1224289200]]",,0,0,1,OK,37.142445,True,f3a9a8b6-8
LSTM-VAE (M),96,UCR,130-GP711MarkerLFM5z4,0,1.0,1.0,1.0,"[[1224774300.0, 1224830100.0, 1.08900513182405]]","[[1224777300, 1224812700]]",,0,0,1,OK,40.225116,True,f3a9a8b6-8
LSTM-VAE (M),97,UCR,064-DISTORTEDgaitHunt3,0,1.0,1.0,1.0,"[[1234305600.0, 1234368900.0, 0.13364600283895817]]","[[1234339200, 1234579200]]",,0,0,1,OK,208.614268,True,f3a9a8b6-8
LSTM-VAE (M),98,UCR,055-DISTORTEDapneaecg2,0,1.0,1.0,1.0,"[[1229090100.0, 1229173800.0, 0.4839311904291089]]","[[1229104200, 1229149200]]",,0,0,1,OK,100.41003,True,f3a9a8b6-8
LSTM-VAE (M),99,YAHOOA2,synthetic_75,0,1.0,1.0,1.0,"[[838.0, 950.0, 0.12322195658385302]]","[[894, 894]]",,0,0,1,OK,16.86508,False,f3a9a8b6-8
LSTM-VAE (M),100,YAHOOA2,synthetic_61,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.8210628675850417], [839.0, 950.0, 0.5093515662520773]]","[[659, 660], [894, 895]]",,0,0,2,OK,16.580822,False,f3a9a8b6-8
LSTM-VAE (M),101,YAHOOA2,synthetic_74,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.16875846454769253], [840.0, 951.0, 0.6902968081886042]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,16.766493,False,f3a9a8b6-8
LSTM-VAE (M),102,YAHOOA2,synthetic_89,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.27810489432561], [840.0, 951.0, 0.9246752364702598]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.758829,False,f3a9a8b6-8
LSTM-VAE (M),103,YAHOOA2,synthetic_77,0,1.0,1.0,1.0,"[[570.0, 715.0, 0.3513901613330592], [839.0, 951.0, 1.3026979613373812]]","[[624, 626], [659, 661], [894, 896]]",,0,0,3,OK,15.836719,False,f3a9a8b6-8
LSTM-VAE (M),104,YAHOOA2,synthetic_63,0,1.0,1.0,1.0,"[[838.0, 950.0, 0.945492918122809]]","[[894, 894]]",,0,0,1,OK,16.668164,False,f3a9a8b6-8
LSTM-VAE (M),105,YAHOOA2,synthetic_88,0,1.0,1.0,1.0,"[[604.0, 715.0, 0.4387253338344076], [839.0, 950.0, 0.31545309346355177]]","[[659, 660], [894, 895]]",,0,0,2,OK,16.73423,False,f3a9a8b6-8
LSTM-VAE (M),106,artificialWithAnomaly,art_increase_spike_density,0,1.0,1.0,1.0,"[[1396872000.0, 1396902600.0, 0.1547687187105342], [1396906200.0, 1396938600.0, 0.08668180452026597]]","[[1396844700, 1396965300]]",,0,0,1,OK,19.829231,False,f3a9a8b6-8
LSTM-VAE (M),107,YAHOOA3,A3Benchmark-TS5,0,1.0,1.0,1.0,"[[669.0, 779.0, 0.11665990137296871], [1568.0, 1670.0, 0.03423774809321036]]","[[722, 722], [1615, 1615]]",,0,0,2,OK,17.520781,False,f3a9a8b6-8
LSTM-VAE (M),108,YAHOOA3,A3Benchmark-TS50,0,1.0,1.0,1.0,"[[1.0, 67.0, 0.06686580231833737], [630.0, 738.0, 0.11229434656907573], [750.0, 850.0, 0.03225071225928016], [1324.0, 1428.0, 0.2631183360596463], [1618.0, 1679.0, 0.29349264240131767]]","[[3, 3], [685, 685], [793, 793], [1371, 1371], [1381, 1381], [1669, 1669], [1673, 1673]]",,0,0,7,OK,18.409529,False,f3a9a8b6-8
LSTM-VAE (M),109,YAHOOA3,A3Benchmark-TS35,0,1.0,1.0,1.0,"[[387.0, 501.0, 0.05455714651832629], [769.0, 876.0, 0.23890329074810232], [1457.0, 1571.0, 0.12556773292835216]]","[[444, 444], [826, 826], [1514, 1514]]",,0,0,3,OK,18.210787,False,f3a9a8b6-8
LSTM-VAE (M),110,YAHOOA3,A3Benchmark-TS34,0,1.0,1.0,1.0,"[[168.0, 269.0, 0.1405421848455981]]","[[225, 225]]",,0,0,1,OK,17.824938,False,f3a9a8b6-8
